fruitveg,cannedveg,cannedmeat,frozenmeal,beer,wine,fish,confectionery
fruitveg,cannedveg,cannedmeat,frozenmeal,beer,wine,softdrink,fish
freshmeat,dairy,cannedveg,cannedmeat,frozenmeal,beer,wine,softdrink
fruitveg,freshmeat,dairy,cannedveg,cannedmeat,frozenmeal,beer,wine
cannedveg,beer,wine,confectionery,,,,
cannedveg,beer,wine,softdrink,confectionery,,,
cannedveg,beer,softdrink,fish,,,,
cannedveg,beer,fish,,,,,
cannedveg,beer,,,,,,
cannedveg,beer,,,,,,
cannedveg,beer,,,,,,
cannedveg,cannedmeat,wine,confectionery,,,,
cannedveg,cannedmeat,wine,fish,confectionery,,,
cannedveg,cannedmeat,wine,softdrink,confectionery,,,
cannedveg,cannedmeat,wine,softdrink,fish,confectionery,,
cannedveg,cannedmeat,wine,softdrink,,,,
cannedveg,cannedmeat,wine,softdrink,,,,
cannedveg,cannedmeat,wine,softdrink,,,,
cannedveg,cannedmeat,wine,,,,,
cannedveg,cannedmeat,wine,,,,,
cannedveg,cannedmeat,softdrink,confectionery,,,,
cannedveg,cannedmeat,frozenmeal,beer,confectionery,,,
cannedveg,cannedmeat,frozenmeal,beer,fish,,,
cannedveg,cannedmeat,frozenmeal,beer,softdrink,,,
cannedveg,cannedmeat,frozenmeal,beer,wine,fish,,
cannedveg,cannedmeat,frozenmeal,beer,wine,fish,,
cannedveg,cannedmeat,frozenmeal,beer,wine,fish,,
cannedveg,cannedmeat,frozenmeal,beer,wine,,,
cannedveg,cannedmeat,frozenmeal,beer,,,,
cannedveg,cannedmeat,frozenmeal,beer,,,,
cannedveg,cannedmeat,frozenmeal,beer,,,,
cannedveg,cannedmeat,frozenmeal,beer,,,,
cannedveg,cannedmeat,frozenmeal,beer,,,,
cannedveg,cannedmeat,frozenmeal,beer,,,,
cannedveg,cannedmeat,frozenmeal,beer,,,,
cannedveg,cannedmeat,frozenmeal,beer,,,,
cannedveg,cannedmeat,frozenmeal,beer,,,,
cannedveg,cannedmeat,frozenmeal,softdrink,,,,
cannedveg,cannedmeat,frozenmeal,wine,,,,
cannedveg,cannedmeat,frozenmeal,confectionery,,,,
cannedveg,cannedmeat,frozenmeal,,,,,
cannedveg,cannedmeat,beer,wine,confectionery,,,
cannedveg,cannedmeat,beer,wine,,,,
cannedveg,cannedmeat,beer,,,,,
cannedveg,cannedmeat,beer,,,,,
cannedveg,cannedmeat,fish,confectionery,,,,
cannedveg,cannedmeat,fish,confectionery,,,,
cannedveg,cannedmeat,fish,,,,,
cannedveg,cannedmeat,,,,,,
cannedveg,cannedmeat,,,,,,
cannedveg,cannedmeat,,,,,,
cannedveg,cannedmeat,,,,,,
cannedveg,frozenmeal,wine,confectionery,,,,
cannedveg,frozenmeal,wine,fish,,,,
cannedveg,frozenmeal,wine,softdrink,,,,
cannedveg,frozenmeal,wine,,,,,
cannedveg,frozenmeal,wine,,,,,
cannedveg,frozenmeal,softdrink,fish,,,,
cannedveg,frozenmeal,softdrink,,,,,
cannedveg,frozenmeal,softdrink,,,,,
cannedveg,frozenmeal,softdrink,,,,,
cannedveg,frozenmeal,beer,confectionery,,,,
cannedveg,frozenmeal,beer,confectionery,,,,
cannedveg,frozenmeal,beer,confectionery,,,,
cannedveg,frozenmeal,beer,confectionery,,,,
cannedveg,frozenmeal,beer,confectionery,,,,
cannedveg,frozenmeal,beer,confectionery,,,,
cannedveg,frozenmeal,beer,confectionery,,,,
cannedveg,frozenmeal,beer,fish,confectionery,,,
cannedveg,frozenmeal,beer,fish,confectionery,,,
cannedveg,frozenmeal,beer,fish,confectionery,,,
cannedveg,frozenmeal,beer,fish,,,,
cannedveg,frozenmeal,beer,fish,,,,
cannedveg,frozenmeal,beer,fish,,,,
cannedveg,frozenmeal,beer,fish,,,,
cannedveg,frozenmeal,beer,fish,,,,
cannedveg,frozenmeal,beer,fish,,,,
cannedveg,frozenmeal,beer,fish,,,,
cannedveg,frozenmeal,beer,softdrink,confectionery,,,
cannedveg,frozenmeal,beer,softdrink,fish,,,
cannedveg,frozenmeal,beer,softdrink,,,,
cannedveg,frozenmeal,beer,softdrink,,,,
cannedveg,frozenmeal,beer,softdrink,,,,
cannedveg,frozenmeal,beer,softdrink,,,,
cannedveg,frozenmeal,beer,softdrink,,,,
cannedveg,frozenmeal,beer,wine,fish,,,
cannedveg,frozenmeal,beer,wine,fish,,,
cannedveg,frozenmeal,beer,wine,softdrink,,,
cannedveg,frozenmeal,beer,wine,softdrink,,,
cannedveg,frozenmeal,beer,wine,softdrink,,,
cannedveg,frozenmeal,beer,wine,,,,
cannedveg,frozenmeal,beer,wine,,,,
cannedveg,frozenmeal,beer,wine,,,,
cannedveg,frozenmeal,beer,wine,,,,
cannedveg,frozenmeal,beer,wine,,,,
cannedveg,frozenmeal,beer,wine,,,,
cannedveg,frozenmeal,beer,wine,,,,
cannedveg,frozenmeal,beer,wine,,,,
cannedveg,frozenmeal,beer,wine,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,beer,,,,,
cannedveg,frozenmeal,,,,,,
cannedveg,frozenmeal,,,,,,
cannedveg,frozenmeal,,,,,,
cannedveg,frozenmeal,,,,,,
cannedveg,frozenmeal,,,,,,
cannedveg,wine,softdrink,,,,,
cannedveg,wine,fish,confectionery,,,,
cannedveg,wine,fish,confectionery,,,,
cannedveg,wine,fish,,,,,
cannedveg,wine,fish,,,,,
cannedveg,wine,confectionery,,,,,
cannedveg,wine,confectionery,,,,,
cannedveg,wine,confectionery,,,,,
cannedveg,wine,confectionery,,,,,
cannedveg,wine,,,,,,
cannedveg,wine,,,,,,
cannedveg,wine,,,,,,
cannedveg,wine,,,,,,
cannedveg,fish,confectionery,,,,,
cannedveg,fish,,,,,,
cannedveg,fish,,,,,,
cannedveg,confectionery,,,,,,
cannedveg,confectionery,,,,,,
cannedveg,confectionery,,,,,,
cannedveg,confectionery,,,,,,
cannedveg,confectionery,,,,,,
cannedveg,confectionery,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
cannedveg,,,,,,,
dairy,beer,wine,confectionery,,,,
dairy,beer,wine,fish,confectionery,,,
dairy,beer,fish,,,,,
dairy,beer,confectionery,,,,,
dairy,beer,,,,,,
dairy,beer,,,,,,
dairy,beer,,,,,,
dairy,cannedmeat,frozenmeal,beer,wine,,,
dairy,cannedmeat,frozenmeal,fish,confectionery,,,
dairy,cannedmeat,frozenmeal,fish,,,,
dairy,cannedmeat,frozenmeal,wine,fish,confectionery,,
dairy,cannedmeat,frozenmeal,wine,,,,
dairy,cannedmeat,frozenmeal,,,,,
dairy,cannedmeat,beer,softdrink,,,,
dairy,cannedmeat,fish,,,,,
dairy,cannedmeat,,,,,,
dairy,cannedmeat,,,,,,
dairy,cannedmeat,,,,,,
dairy,cannedveg,wine,softdrink,fish,confectionery,,
dairy,cannedveg,frozenmeal,beer,softdrink,,,
dairy,cannedveg,frozenmeal,beer,softdrink,,,
dairy,cannedveg,frozenmeal,beer,wine,,,
dairy,cannedveg,frozenmeal,beer,,,,
dairy,cannedveg,frozenmeal,beer,,,,
dairy,cannedveg,frozenmeal,beer,,,,
dairy,cannedveg,frozenmeal,beer,,,,
dairy,cannedveg,frozenmeal,beer,,,,
dairy,cannedveg,cannedmeat,frozenmeal,beer,softdrink,,
dairy,cannedveg,cannedmeat,frozenmeal,beer,softdrink,,
dairy,cannedveg,cannedmeat,wine,confectionery,,,
dairy,cannedveg,cannedmeat,wine,,,,
dairy,cannedveg,beer,softdrink,,,,
dairy,cannedveg,beer,wine,softdrink,,,
dairy,cannedveg,beer,,,,,
dairy,cannedveg,fish,confectionery,,,,
dairy,cannedveg,softdrink,,,,,
dairy,cannedveg,softdrink,,,,,
dairy,cannedveg,,,,,,
dairy,cannedveg,,,,,,
dairy,frozenmeal,wine,confectionery,,,,
dairy,frozenmeal,wine,softdrink,confectionery,,,
dairy,frozenmeal,beer,confectionery,,,,
dairy,frozenmeal,beer,confectionery,,,,
dairy,frozenmeal,beer,wine,confectionery,,,
dairy,frozenmeal,beer,,,,,
dairy,frozenmeal,,,,,,
dairy,frozenmeal,,,,,,
dairy,wine,confectionery,,,,,
dairy,wine,confectionery,,,,,
dairy,wine,confectionery,,,,,
dairy,wine,confectionery,,,,,
dairy,wine,confectionery,,,,,
dairy,wine,confectionery,,,,,
dairy,wine,softdrink,confectionery,,,,
dairy,wine,softdrink,confectionery,,,,
dairy,wine,softdrink,confectionery,,,,
dairy,wine,softdrink,,,,,
dairy,wine,,,,,,
dairy,wine,,,,,,
dairy,wine,,,,,,
dairy,softdrink,confectionery,,,,,
dairy,softdrink,confectionery,,,,,
dairy,softdrink,,,,,,
dairy,softdrink,,,,,,
dairy,softdrink,,,,,,
dairy,fish,confectionery,,,,,
dairy,fish,confectionery,,,,,
dairy,fish,confectionery,,,,,
dairy,fish,confectionery,,,,,
dairy,fish,,,,,,
dairy,fish,,,,,,
dairy,fish,,,,,,
dairy,fish,,,,,,
dairy,fish,,,,,,
dairy,fish,,,,,,
dairy,confectionery,,,,,,
dairy,confectionery,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
dairy,,,,,,,
freshmeat,cannedmeat,wine,confectionery,,,,
freshmeat,cannedmeat,wine,confectionery,,,,
freshmeat,cannedmeat,frozenmeal,,,,,
freshmeat,cannedmeat,beer,wine,,,,
freshmeat,cannedmeat,confectionery,,,,,
freshmeat,cannedmeat,,,,,,
freshmeat,cannedmeat,,,,,,
freshmeat,cannedmeat,,,,,,
freshmeat,cannedmeat,,,,,,
freshmeat,cannedmeat,,,,,,
freshmeat,cannedmeat,,,,,,
freshmeat,cannedveg,wine,confectionery,,,,
freshmeat,cannedveg,wine,softdrink,,,,
freshmeat,cannedveg,wine,,,,,
freshmeat,cannedveg,wine,,,,,
freshmeat,cannedveg,frozenmeal,beer,confectionery,,,
freshmeat,cannedveg,frozenmeal,beer,fish,,,
freshmeat,cannedveg,frozenmeal,beer,softdrink,fish,confectionery,
freshmeat,cannedveg,frozenmeal,beer,wine,fish,confectionery,
freshmeat,cannedveg,frozenmeal,beer,wine,,,
freshmeat,cannedveg,frozenmeal,beer,wine,,,
freshmeat,cannedveg,frozenmeal,beer,wine,,,
freshmeat,cannedveg,frozenmeal,beer,,,,
freshmeat,cannedveg,frozenmeal,beer,,,,
freshmeat,cannedveg,cannedmeat,frozenmeal,beer,softdrink,confectionery,
freshmeat,cannedveg,cannedmeat,frozenmeal,beer,softdrink,confectionery,
freshmeat,cannedveg,cannedmeat,frozenmeal,beer,softdrink,fish,
freshmeat,cannedveg,cannedmeat,frozenmeal,beer,softdrink,,
freshmeat,cannedveg,cannedmeat,frozenmeal,beer,wine,confectionery,
freshmeat,cannedveg,cannedmeat,frozenmeal,beer,,,
freshmeat,cannedveg,cannedmeat,frozenmeal,beer,,,
freshmeat,cannedveg,cannedmeat,frozenmeal,fish,,,
freshmeat,cannedveg,cannedmeat,frozenmeal,softdrink,,,
freshmeat,cannedveg,cannedmeat,frozenmeal,confectionery,,,
freshmeat,cannedveg,cannedmeat,wine,softdrink,fish,confectionery,
freshmeat,cannedveg,beer,,,,,
freshmeat,cannedveg,softdrink,confectionery,,,,
freshmeat,cannedveg,softdrink,,,,,
freshmeat,cannedveg,,,,,,
freshmeat,dairy,frozenmeal,wine,,,,
freshmeat,dairy,frozenmeal,confectionery,,,,
freshmeat,dairy,frozenmeal,,,,,
freshmeat,dairy,cannedveg,frozenmeal,beer,confectionery,,
freshmeat,dairy,cannedveg,frozenmeal,beer,fish,confectionery,
freshmeat,dairy,cannedveg,frozenmeal,beer,,,
freshmeat,dairy,cannedveg,frozenmeal,fish,confectionery,,
freshmeat,dairy,cannedveg,wine,confectionery,,,
freshmeat,dairy,cannedveg,wine,fish,,,
freshmeat,dairy,cannedmeat,confectionery,,,,
freshmeat,dairy,cannedmeat,,,,,
freshmeat,dairy,cannedmeat,,,,,
freshmeat,dairy,beer,fish,,,,
freshmeat,dairy,beer,softdrink,confectionery,,,
freshmeat,dairy,confectionery,,,,,
freshmeat,dairy,confectionery,,,,,
freshmeat,dairy,wine,confectionery,,,,
freshmeat,dairy,wine,,,,,
freshmeat,dairy,wine,,,,,
freshmeat,dairy,,,,,,
freshmeat,frozenmeal,wine,confectionery,,,,
freshmeat,frozenmeal,softdrink,,,,,
freshmeat,frozenmeal,softdrink,,,,,
freshmeat,frozenmeal,fish,,,,,
freshmeat,frozenmeal,beer,wine,,,,
freshmeat,frozenmeal,confectionery,,,,,
freshmeat,frozenmeal,confectionery,,,,,
freshmeat,frozenmeal,,,,,,
freshmeat,frozenmeal,,,,,,
freshmeat,frozenmeal,,,,,,
freshmeat,frozenmeal,,,,,,
freshmeat,frozenmeal,,,,,,
freshmeat,wine,confectionery,,,,,
freshmeat,wine,confectionery,,,,,
freshmeat,wine,confectionery,,,,,
freshmeat,wine,confectionery,,,,,
freshmeat,wine,fish,confectionery,,,,
freshmeat,wine,fish,,,,,
freshmeat,wine,softdrink,fish,confectionery,,,
freshmeat,wine,softdrink,,,,,
freshmeat,wine,softdrink,,,,,
freshmeat,wine,,,,,,
freshmeat,wine,,,,,,
freshmeat,softdrink,fish,,,,,
freshmeat,softdrink,,,,,,
freshmeat,softdrink,,,,,,
freshmeat,softdrink,,,,,,
freshmeat,softdrink,,,,,,
freshmeat,softdrink,,,,,,
freshmeat,fish,confectionery,,,,,
freshmeat,fish,,,,,,
freshmeat,fish,,,,,,
freshmeat,fish,,,,,,
freshmeat,fish,,,,,,
freshmeat,beer,fish,,,,,
freshmeat,beer,wine,softdrink,,,,
freshmeat,beer,wine,,,,,
freshmeat,beer,,,,,,
freshmeat,beer,,,,,,
freshmeat,beer,,,,,,
freshmeat,beer,,,,,,
freshmeat,confectionery,,,,,,
freshmeat,confectionery,,,,,,
freshmeat,confectionery,,,,,,
freshmeat,confectionery,,,,,,
freshmeat,confectionery,,,,,,
freshmeat,confectionery,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
freshmeat,,,,,,,
fruitveg,cannedmeat,wine,confectionery,,,,
fruitveg,cannedmeat,wine,softdrink,fish,confectionery,,
fruitveg,cannedmeat,frozenmeal,fish,confectionery,,,
fruitveg,cannedmeat,frozenmeal,softdrink,fish,confectionery,,
fruitveg,cannedmeat,frozenmeal,wine,,,,
fruitveg,cannedmeat,frozenmeal,,,,,
fruitveg,cannedmeat,frozenmeal,,,,,
fruitveg,cannedmeat,frozenmeal,,,,,
fruitveg,cannedmeat,beer,confectionery,,,,
fruitveg,cannedmeat,beer,fish,,,,
fruitveg,cannedmeat,beer,fish,,,,
fruitveg,cannedmeat,beer,wine,fish,confectionery,,
fruitveg,cannedmeat,beer,wine,fish,confectionery,,
fruitveg,cannedmeat,beer,,,,,
fruitveg,cannedmeat,beer,,,,,
fruitveg,cannedmeat,confectionery,,,,,
fruitveg,cannedmeat,fish,confectionery,,,,
fruitveg,cannedmeat,fish,confectionery,,,,
fruitveg,cannedmeat,fish,confectionery,,,,
fruitveg,cannedmeat,fish,,,,,
fruitveg,cannedmeat,fish,,,,,
fruitveg,cannedmeat,fish,,,,,
fruitveg,cannedmeat,fish,,,,,
fruitveg,cannedmeat,fish,,,,,
fruitveg,cannedmeat,,,,,,
fruitveg,cannedmeat,,,,,,
fruitveg,cannedmeat,,,,,,
fruitveg,cannedmeat,,,,,,
fruitveg,cannedveg,wine,confectionery,,,,
fruitveg,cannedveg,wine,fish,confectionery,,,
fruitveg,cannedveg,wine,fish,,,,
fruitveg,cannedveg,wine,softdrink,fish,confectionery,,
fruitveg,cannedveg,wine,softdrink,fish,,,
fruitveg,cannedveg,wine,softdrink,,,,
fruitveg,cannedveg,wine,,,,,
fruitveg,cannedveg,wine,,,,,
fruitveg,cannedveg,wine,,,,,
fruitveg,cannedveg,wine,,,,,
fruitveg,cannedveg,frozenmeal,beer,confectionery,,,
fruitveg,cannedveg,frozenmeal,beer,confectionery,,,
fruitveg,cannedveg,frozenmeal,beer,fish,confectionery,,
fruitveg,cannedveg,frozenmeal,beer,fish,confectionery,,
fruitveg,cannedveg,frozenmeal,beer,fish,,,
fruitveg,cannedveg,frozenmeal,beer,fish,,,
fruitveg,cannedveg,frozenmeal,beer,fish,,,
fruitveg,cannedveg,frozenmeal,beer,fish,,,
fruitveg,cannedveg,frozenmeal,beer,softdrink,confectionery,,
